Fecha,Hora,Frecuencia (MHz),Nivel (dBuV)
2026-04-30,21:25:02.351,100.588235,-12.0
2026-04-30,21:25:02.351,100.735294,-11.2
2026-04-30,21:25:02.351,100.882353,-12.5
2026-04-30,21:25:02.351,101.029412,-13.1
2026-04-30,21:25:02.351,101.176471,-11.5
2026-04-30,21:25:02.351,101.323529,-12.7
2026-04-30,21:25:02.351,101.470588,-11.8
2026-04-30,21:25:02.351,101.617647,-12.0
2026-04-30,21:25:02.351,101.764706,-12.0
2026-04-30,21:25:02.351,101.911765,-12.0
2026-04-30,21:25:02.351,102.058824,-12.6
2026-04-30,21:25:02.351,102.205882,-12.1
2026-04-30,21:25:02.351,102.352941,-12.4
2026-04-30,21:25:02.351,102.5,-12.8
2026-04-30,21:25:02.351,102.647059,-12.4
2026-04-30,21:25:02.351,102.794118,-11.7
2026-04-30,21:25:02.351,102.941176,-12.1
2026-04-30,21:25:02.351,103.088235,-12.7
2026-04-30,21:25:02.351,103.235294,-12.6
2026-04-30,21:25:02.351,103.382353,-12.5
2026-04-30,21:25:02.351,103.529412,-11.9
2026-04-30,21:25:02.351,103.676471,-13.2
2026-04-30,21:25:02.351,103.823529,-12.3
2026-04-30,21:25:02.351,103.970588,-11.9
2026-04-30,21:25:02.351,104.117647,-12.6
2026-04-30,21:25:02.351,104.264706,-11.5
2026-04-30,21:25:02.351,104.411765,-12.7
2026-04-30,21:25:02.351,104.558824,-11.7
2026-04-30,21:25:02.351,104.705882,-11.7
2026-04-30,21:25:02.351,104.852941,-12.5
2026-04-30,21:25:02.351,105.0,9.9e+37
2026-04-30,21:25:03.133,100.0,-11.8
2026-04-30,21:25:03.133,100.147059,-12.6
2026-04-30,21:25:03.133,100.294118,-12.1
2026-04-30,21:25:03.133,100.441176,-12.5
2026-04-30,21:25:03.133,100.588235,-11.5
2026-04-30,21:25:03.133,100.735294,-12.6
2026-04-30,21:25:03.133,100.882353,-12.9
2026-04-30,21:25:03.133,101.029412,-13.1
2026-04-30,21:25:03.133,101.176471,-11.8
2026-04-30,21:25:03.133,101.323529,-12.3
2026-04-30,21:25:03.133,101.470588,-12.5
2026-04-30,21:25:03.133,101.617647,-12.2
2026-04-30,21:25:03.133,101.764706,-12.5
2026-04-30,21:25:03.133,101.911765,-12.4
2026-04-30,21:25:03.133,102.058824,-12.4
2026-04-30,21:25:03.133,102.205882,-11.9
2026-04-30,21:25:03.133,102.352941,-12.4
2026-04-30,21:25:03.133,102.5,-12.6
2026-04-30,21:25:03.133,102.647059,-12.3
2026-04-30,21:25:03.133,102.794118,-11.7
2026-04-30,21:25:03.133,102.941176,-12.1
2026-04-30,21:25:03.133,103.088235,-12.2
2026-04-30,21:25:03.133,103.235294,-12.1
2026-04-30,21:25:03.133,103.382353,-12.6
2026-04-30,21:25:03.133,103.529412,-12.1
2026-04-30,21:25:03.133,103.676471,-12.0
2026-04-30,21:25:03.133,103.823529,-12.8
2026-04-30,21:25:03.133,103.970588,-12.6
2026-04-30,21:25:03.133,104.117647,-12.5
2026-04-30,21:25:03.133,104.264706,-12.2
2026-04-30,21:25:03.133,104.411765,-12.2
2026-04-30,21:25:03.133,104.558824,-12.2
2026-04-30,21:25:03.133,104.705882,-11.9
2026-04-30,21:25:03.133,104.852941,-11.9
2026-04-30,21:25:03.133,105.0,9.9e+37
2026-04-30,21:25:03.950,100.0,-12.5
2026-04-30,21:25:03.950,100.227273,-11.8
2026-04-30,21:25:03.950,100.454545,-12.6
2026-04-30,21:25:03.950,100.681818,-11.9
2026-04-30,21:25:03.950,100.909091,-11.8
2026-04-30,21:25:03.950,101.136364,-12.1
2026-04-30,21:25:03.950,101.363636,-13.0
2026-04-30,21:25:03.950,101.590909,-11.7
2026-04-30,21:25:03.950,101.818182,-11.9
2026-04-30,21:25:03.950,102.045455,-11.8
2026-04-30,21:25:03.950,102.272727,-12.3
2026-04-30,21:25:03.950,102.5,-12.5
2026-04-30,21:25:03.950,102.727273,-11.2
2026-04-30,21:25:03.950,102.954545,-12.8
2026-04-30,21:25:03.950,103.181818,-12.0
2026-04-30,21:25:03.950,103.409091,-12.8
2026-04-30,21:25:03.950,103.636364,-12.6
2026-04-30,21:25:03.950,103.863636,-12.2
2026-04-30,21:25:03.950,104.090909,-13.2
2026-04-30,21:25:03.950,104.318182,-12.5
2026-04-30,21:25:03.950,104.545455,-12.7
2026-04-30,21:25:03.950,104.772727,-11.5
2026-04-30,21:25:03.950,105.0,9.9e+37
2026-04-30,21:25:04.802,100.0,-12.5
2026-04-30,21:25:04.802,100.2,-12.6
2026-04-30,21:25:04.802,100.4,-12.6
2026-04-30,21:25:04.802,100.6,-12.8
2026-04-30,21:25:04.802,100.8,-12.4
2026-04-30,21:25:04.802,101.0,-11.8
2026-04-30,21:25:04.802,101.2,-12.0
2026-04-30,21:25:04.802,101.4,-13.1
2026-04-30,21:25:04.802,101.6,-12.2
2026-04-30,21:25:04.802,101.8,-12.4
2026-04-30,21:25:04.802,102.0,-13.1
2026-04-30,21:25:04.802,102.2,-12.1
2026-04-30,21:25:04.802,102.4,-12.1
2026-04-30,21:25:04.802,102.6,-11.8
2026-04-30,21:25:04.802,102.8,-12.0
2026-04-30,21:25:04.802,103.0,-12.4
2026-04-30,21:25:04.802,103.2,-12.6
2026-04-30,21:25:04.802,103.4,-12.6
2026-04-30,21:25:04.802,103.6,-11.7
2026-04-30,21:25:04.802,103.8,-12.0
2026-04-30,21:25:04.802,104.0,-11.6
2026-04-30,21:25:04.802,104.2,-11.9
2026-04-30,21:25:04.802,104.4,-12.4
2026-04-30,21:25:04.802,104.6,-12.4
2026-04-30,21:25:04.802,104.8,-12.5
2026-04-30,21:25:04.802,105.0,-12.1
2026-04-30,21:25:05.617,100.0,-12.2
2026-04-30,21:25:05.617,100.147059,-12.4
2026-04-30,21:25:05.617,100.294118,-12.6
2026-04-30,21:25:05.617,100.441176,-13.1
2026-04-30,21:25:05.617,100.588235,-11.8
2026-04-30,21:25:05.617,100.735294,-12.1
2026-04-30,21:25:05.617,100.882353,-12.6
2026-04-30,21:25:05.617,101.029412,-12.2
2026-04-30,21:25:05.617,101.176471,-12.6
2026-04-30,21:25:05.617,101.323529,-12.3
2026-04-30,21:25:05.617,101.470588,-12.1
2026-04-30,21:25:05.617,101.617647,-12.5
2026-04-30,21:25:05.617,101.764706,-11.4
2026-04-30,21:25:05.617,101.911765,-12.3
2026-04-30,21:25:05.617,102.058824,-12.5
2026-04-30,21:25:05.617,102.205882,-12.1
2026-04-30,21:25:05.617,102.352941,-11.5
2026-04-30,21:25:05.617,102.5,-12.3
2026-04-30,21:25:05.617,102.647059,-12.1
2026-04-30,21:25:05.617,102.794118,-12.0
2026-04-30,21:25:05.617,102.941176,-12.2
2026-04-30,21:25:05.617,103.088235,-11.8
2026-04-30,21:25:05.617,103.235294,-12.9
2026-04-30,21:25:05.617,103.382353,-11.2
2026-04-30,21:25:05.617,103.529412,-12.5
2026-04-30,21:25:05.617,103.676471,-12.3
2026-04-30,21:25:05.617,103.823529,-12.0
2026-04-30,21:25:05.617,103.970588,-11.8
2026-04-30,21:25:05.617,104.117647,-11.7
2026-04-30,21:25:05.617,104.264706,-11.7
2026-04-30,21:25:05.617,104.411765,-11.8
2026-04-30,21:25:05.617,104.558824,-12.2
2026-04-30,21:25:05.617,104.705882,-12.1
2026-04-30,21:25:05.617,104.852941,-11.7
2026-04-30,21:25:05.617,105.0,9.9e+37
2026-04-30,21:25:06.500,100.0,-13.0
2026-04-30,21:25:06.500,100.16129,-12.3
2026-04-30,21:25:06.500,100.322581,-12.7
2026-04-30,21:25:06.500,100.483871,-12.1
2026-04-30,21:25:06.500,100.645161,-12.7
2026-04-30,21:25:06.500,100.806452,-12.5
2026-04-30,21:25:06.500,100.967742,-11.1
2026-04-30,21:25:06.500,101.129032,-12.2
2026-04-30,21:25:06.500,101.290323,-11.8
2026-04-30,21:25:06.500,101.451613,-11.9
2026-04-30,21:25:06.500,101.612903,-12.7
2026-04-30,21:25:06.500,101.774194,-12.5
2026-04-30,21:25:06.500,101.935484,-13.0
2026-04-30,21:25:06.500,102.096774,-11.7
2026-04-30,21:25:06.500,102.258065,-12.8
2026-04-30,21:25:06.500,102.419355,-12.1
2026-04-30,21:25:06.500,102.580645,-12.4
2026-04-30,21:25:06.500,102.741935,-12.4
2026-04-30,21:25:06.500,102.903226,-12.0
2026-04-30,21:25:06.500,103.064516,-12.0
2026-04-30,21:25:06.500,103.225806,-12.6
2026-04-30,21:25:06.500,103.387097,-11.7
2026-04-30,21:25:06.500,103.548387,-12.5
2026-04-30,21:25:06.500,103.709677,-12.2
2026-04-30,21:25:06.500,103.870968,-12.1
2026-04-30,21:25:06.500,104.032258,-12.1
2026-04-30,21:25:06.500,104.193548,-12.4
2026-04-30,21:25:06.500,104.354839,-11.8
2026-04-30,21:25:06.500,104.516129,-11.7
2026-04-30,21:25:06.500,104.677419,-12.2
2026-04-30,21:25:06.500,104.83871,-11.8
2026-04-30,21:25:06.500,105.0,9.9e+37
2026-04-30,21:25:07.304,100.0,-12.5
2026-04-30,21:25:07.304,100.208333,-11.9
2026-04-30,21:25:07.304,100.416667,-13.2
2026-04-30,21:25:07.304,100.625,-12.0
2026-04-30,21:25:07.304,100.833333,-11.7
2026-04-30,21:25:07.304,101.041667,-12.0
2026-04-30,21:25:07.304,101.25,-12.5
2026-04-30,21:25:07.304,101.458333,-11.9
2026-04-30,21:25:07.304,101.666667,-11.6
2026-04-30,21:25:07.304,101.875,-12.0
2026-04-30,21:25:07.304,102.083333,-12.4
2026-04-30,21:25:07.304,102.291667,-11.9
2026-04-30,21:25:07.304,102.5,-11.7
2026-04-30,21:25:07.304,102.708333,-11.7
2026-04-30,21:25:07.304,102.916667,-12.6
2026-04-30,21:25:07.304,103.125,-12.1
2026-04-30,21:25:07.304,103.333333,-12.9
2026-04-30,21:25:07.304,103.541667,-12.1
2026-04-30,21:25:07.304,103.75,-13.0
2026-04-30,21:25:07.304,103.958333,-12.6
2026-04-30,21:25:07.304,104.166667,-12.5
2026-04-30,21:25:07.304,104.375,-11.8
2026-04-30,21:25:07.304,104.583333,-12.5
2026-04-30,21:25:07.304,104.791667,-12.2
2026-04-30,21:25:07.304,105.0,-11.5
2026-04-30,21:25:08.156,100.0,-12.1
2026-04-30,21:25:08.156,100.147059,-12.1
2026-04-30,21:25:08.156,100.294118,-12.7
2026-04-30,21:25:08.156,100.441176,-11.3
2026-04-30,21:25:08.156,100.588235,-11.9
2026-04-30,21:25:08.156,100.735294,-12.8
2026-04-30,21:25:08.156,100.882353,-11.7
2026-04-30,21:25:08.156,101.029412,-12.8
2026-04-30,21:25:08.156,101.176471,-12.1
2026-04-30,21:25:08.156,101.323529,-12.3
2026-04-30,21:25:08.156,101.470588,-11.6
2026-04-30,21:25:08.156,101.617647,-12.0
2026-04-30,21:25:08.156,101.764706,-11.8
2026-04-30,21:25:08.156,101.911765,-13.3
2026-04-30,21:25:08.156,102.058824,-11.7
2026-04-30,21:25:08.156,102.205882,-11.9
2026-04-30,21:25:08.156,102.352941,-12.1
2026-04-30,21:25:08.156,102.5,-12.4
2026-04-30,21:25:08.156,102.647059,-12.3
2026-04-30,21:25:08.156,102.794118,-12.3
2026-04-30,21:25:08.156,102.941176,-12.4
2026-04-30,21:25:08.156,103.088235,-12.0
2026-04-30,21:25:08.156,103.235294,-12.0
2026-04-30,21:25:08.156,103.382353,-11.9
2026-04-30,21:25:08.156,103.529412,-12.7
2026-04-30,21:25:08.156,103.676471,-12.8
2026-04-30,21:25:08.156,103.823529,-12.2
2026-04-30,21:25:08.156,103.970588,-12.1
2026-04-30,21:25:08.156,104.117647,-12.5
2026-04-30,21:25:08.156,104.264706,-11.9
2026-04-30,21:25:08.156,104.411765,-12.1
2026-04-30,21:25:08.156,104.558824,-11.7
2026-04-30,21:25:08.156,104.705882,-12.9
2026-04-30,21:25:08.156,104.852941,-12.5
2026-04-30,21:25:08.156,105.0,9.9e+37
2026-04-30,21:25:08.946,100.0,-12.0
2026-04-30,21:25:08.946,100.277778,-10.7
2026-04-30,21:25:08.946,100.555556,-12.8
2026-04-30,21:25:08.946,100.833333,-12.3
2026-04-30,21:25:08.946,101.111111,-12.1
2026-04-30,21:25:08.946,101.388889,-11.9
2026-04-30,21:25:08.946,101.666667,-12.5
2026-04-30,21:25:08.946,101.944444,-12.8
2026-04-30,21:25:08.946,102.222222,-12.0
2026-04-30,21:25:08.946,102.5,-12.9
2026-04-30,21:25:08.946,102.777778,-12.6
2026-04-30,21:25:08.946,103.055556,-12.7
2026-04-30,21:25:08.946,103.333333,-12.8
2026-04-30,21:25:08.946,103.611111,-12.0
2026-04-30,21:25:08.946,103.888889,-11.8
2026-04-30,21:25:08.946,104.166667,-12.3
2026-04-30,21:25:08.946,104.444444,-11.8
2026-04-30,21:25:08.946,104.722222,-12.4
2026-04-30,21:25:08.946,105.0,9.9e+37
2026-04-30,21:25:09.732,100.0,-13.0
2026-04-30,21:25:09.732,100.3125,-12.4
2026-04-30,21:25:09.732,100.625,-11.6
2026-04-30,21:25:09.732,100.9375,-11.8
2026-04-30,21:25:09.732,101.25,-11.9
2026-04-30,21:25:09.732,101.5625,-12.3
2026-04-30,21:25:09.732,101.875,-12.3
2026-04-30,21:25:09.732,102.1875,-11.6
2026-04-30,21:25:09.732,102.5,-12.1
2026-04-30,21:25:09.732,102.8125,-12.5
2026-04-30,21:25:09.732,103.125,-12.7
2026-04-30,21:25:09.732,103.4375,-11.9
2026-04-30,21:25:09.732,103.75,-11.3
2026-04-30,21:25:09.732,104.0625,-12.2
2026-04-30,21:25:09.732,104.375,-11.8
2026-04-30,21:25:09.732,104.6875,-12.0
2026-04-30,21:25:09.732,105.0,-11.6
2026-04-30,21:25:10.545,100.0,-10.7
2026-04-30,21:25:10.545,100.147059,-11.5
2026-04-30,21:25:10.545,100.294118,-12.5
2026-04-30,21:25:10.545,100.441176,-11.8
2026-04-30,21:25:10.545,100.588235,-12.8
2026-04-30,21:25:10.545,100.735294,-12.1
2026-04-30,21:25:10.545,100.882353,-12.1
2026-04-30,21:25:10.545,101.029412,-11.6
2026-04-30,21:25:10.545,101.176471,-12.0
2026-04-30,21:25:10.545,101.323529,-12.4
2026-04-30,21:25:10.545,101.470588,-11.9
2026-04-30,21:25:10.545,101.617647,-12.5
2026-04-30,21:25:10.545,101.764706,-13.0
2026-04-30,21:25:10.545,101.911765,-13.3
2026-04-30,21:25:10.545,102.058824,-12.0
2026-04-30,21:25:10.545,102.205882,-12.7
2026-04-30,21:25:10.545,102.352941,-11.3
2026-04-30,21:25:10.545,102.5,-12.1
2026-04-30,21:25:10.545,102.647059,-13.1
2026-04-30,21:25:10.545,102.794118,-12.4
2026-04-30,21:25:10.545,102.941176,-12.4
2026-04-30,21:25:10.545,103.088235,-11.6
2026-04-30,21:25:10.545,103.235294,-11.8
2026-04-30,21:25:10.545,103.382353,-12.4
2026-04-30,21:25:10.545,103.529412,-12.2
2026-04-30,21:25:10.545,103.676471,-12.9
2026-04-30,21:25:10.545,103.823529,-12.6
2026-04-30,21:25:10.545,103.970588,-12.1
2026-04-30,21:25:10.545,104.117647,-12.2
2026-04-30,21:25:10.545,104.264706,-11.9
2026-04-30,21:25:10.545,104.411765,-12.8
2026-04-30,21:25:10.545,104.558824,-12.1
2026-04-30,21:25:10.545,104.705882,-12.1
2026-04-30,21:25:10.545,104.852941,-11.7
2026-04-30,21:25:10.545,105.0,9.9e+37
